Composer, Score, Distribution
Liszt,Symphony on Dantes Inferno S109 Pugatorio D major.mid,"[448.08333310000023, 624.6666714999978, 770.1666719199977, 748.5416613000016, 1115.9166652999988, 408.2916734999999, 1360.2500044699998, 967.8333326000005, 672.8749963999999, 773.1666688299981, 871.5416633000027, 1124.6250017599991]"
Liszt,Vive Henri IV S239 A minor.mid,"[194.83333343000004, 0.75, 90.95833333, 0.75, 322.9166667, 35.0, 3.5, 115.08333344999997, 50.0, 253.79166666, 0, 146.12500013]"
Liszt,Valse Oubliee 3 S215 III C# Major.mid,"[62.45833310000006, 208.41666673000014, 69.87499980000018, 154.62500000000023, 206.2083327000003, 151.41666656000004, 242.50000013, 101.20833330000005, 401.20833256000026, 160.08333310000023, 160.91666630000014, 162.45833310000017]"
Liszt,Valse Melancolique S210 A Major.mid,"[101.95833296000004, 104.41666642999995, 30.41666670000012, 100.12499957000024, 128.45833283, 45.41666660000004, 137.20833319000008, 72.7499994399999, 114.91666643000016, 103.4166664100001, 62.750000029999896, 149.66666670000006]"
Liszt,Wilde Jagd S139 VIII C Minor.mid,"[346.16666666000003, 162.125, 238.20833334, 287.41666668, 183.20833334, 251.83333334, 144.04166666, 424.4583333, 221.95833334, 144.625, 255.75, 236.95833333000002]"
Liszt,Symphonic Poem 7 S101 Bb major.mid,"[898.3750072999992, 454.91667199999983, 863.6250023999983, 662.0416615000004, 833.2499963000009, 602.6250010000003, 910.8333304000012, 951.9166682999994, 352.7916683999997, 940.5833342999995, 553.0833348000001, 1007.0416642999994]"
Liszt,Gnomenreigen S145 II F Minor.mid,"[51.49999992999999, 135.33333327999998, 109.9583330199999, 73.24999927999988, 48.58333313999999, 81.62499938999993, 131.66666614999997, 40.416666429999964, 73.79166634999997, 76.12499970999995, 72.91666609999989, 73.91666638000005]"
Liszt,Rhapsody 11 S244 XI A Minor.mid,"[71.87500001, 168.37499992, 101.87499994999999, 64.41666673000002, 107.16666651999999, 67.25000006000002, 146.83333329999996, 55.08333332000001, 86.00000008000004, 128.91666673000003, 59.37500002, 99.12499996999999]"
Liszt,Ricordanza S139 IX Ab Major.mid,"[223.6250000299998, 242.62500017299988, 75.79166692999979, 338.8750000230001, 121.9166663700001, 199.91666706299992, 88.08333342999991, 138.41666669000006, 354.1666669699999, 61.50000003999985, 227.9166668699997, 86.79166626000001]"
Liszt,Slumber Song S186 F# Major.mid,"[11.083333330000002, 126.24999999000002, 19.666666599999985, 80.9166667, 64.91666656, 40.12499996, 84.20833323000002, 12.541666630000009, 58.9166666, 37.666666690000014, 59.83333326, 62.875000060000005]"
Liszt,Funerailles S154 VIII C# Minor.mid,"[357.50000049999977, 433.37499992999955, 134.91666739999891, 197.74999990000015, 243.54166620000046, 397.20833379999874, 161.7499998, 121.16666759999862, 425.87499910000116, 310.41666649999996, 202.33333319999997, 104.41666669999991]"
Liszt,Eroica S139 VII Eb Major.mid,"[102.87500004, 124.33333329999999, 88.58333347000003, 215.00000057000008, 93.75000003000001, 146.8749994699999, 137.04166674, 80.20833366400008, 165.75000059000013, 66.95833372000007, 208.54166653999997, 139.20833327999998]"
Liszt,Harmonies du Soir S139 XI Db Major.mid,"[214.2083336, 318.25000033999964, 117.125, 264.41666678, 190.87499992999977, 222.1250001, 302.5416666699998, 121.58333334000007, 400.9583332600006, 197.41666690000017, 146.70833342999995, 206.37500009999997]"
Liszt,Rhapsody 3 S244 III Bb Major.mid,"[29.33333330299999, 69.37500001099995, 82.16666683000007, 59.249999859999946, 22.20833322999998, 119.499999964, 37.95833330000002, 63.45833342999994, 16.125000030000006, 53.16666678299997, 138.50000018, 25.749999899999963]"
Liszt,Galop de Bal S220 Bb Major.mid,"[28.125, 15.5, 39.5, 40.25, 5.5, 75.0, 21.0, 7.0, 9.0, 15.125, 85.0, 9.0]"
Liszt,Sonata S178 B minor.mid,"[531.9166705000001, 794.2083242900014, 599.8333219000008, 910.4583240400012, 756.2083202400016, 578.6666588000012, 1098.5833253400012, 920.0833197100021, 653.9583311000005, 686.541663440001, 859.9166515500019, 832.3333188700022]"
Liszt,Evening Bells S186 F Minor.mid,"[55.125, 276.875, 2.5, 104.25, 139.5, 237.125, 68.125, 44.5, 336.91666690000005, 58.375, 201.0, 33.875]"
Liszt,Glanes of Woronince Polish S249 C# minor.mid,"[56.666666599999985, 146.29166653, 13.75, 95.41666659999999, 82.0, 60.20833329999999, 98.58333353700004, 25.458333339999996, 181.37499978599996, 48.583333400000015, 52.541666599999985, 46.04166666000002]"
Liszt,Grand Galop S219 Eb major.mid,"[131.91666630000003, 117.50000070000004, 141.70833280000005, 429.79166740000016, 71.54166710000007, 160.29166609999996, 96.33333340000001, 284.0833334, 235.9999999999999, 63.45833300000004, 299.08333390000007, 246.6666666000001]"
Liszt,Rhapsody 8 S244 VIII F# Minor.mid,"[38.99999996999999, 295.54166676, 57.08333333, 92.87500020000004, 38.16666673000002, 75.4583328999999, 298.5416669300001, 14.291666599999985, 141.37499986999995, 130.08333344000005, 116.99999962999992, 86.54166703000008]"
Liszt,Rhapsody 16 S244 XVI A Minor.mid,"[143.25, 192.75, 40.5, 255.0, 209.5, 108.0, 215.375, 80.5, 153.0, 220.0, 93.25, 203.875]"
Liszt,Rhapsody 12 S244 XII C# Minor.mid,"[111.41666686000049, 522.1666625700016, 53.37499927000012, 220.29166896000027, 248.24999890999987, 192.6666639400007, 322.1666643, 63.74999979999967, 611.2916667300003, 164.33333346000023, 193.249999, 152.62499813000034]"
Liszt,Rhapsody 15 S244 XV A Minor.mid,"[161.87499986000034, 158.83333349999998, 205.04166597000065, 72.08333323600037, 414.41666672099984, 215.33333284400047, 81.54166636000033, 62.29166648000013, 225.50000003999992, 375.7916667100005, 60.7916665000002, 242.50000030999917]"
Liszt,Geneve S160 IX B Major.mid,"[21.125000100000022, 103.83333302999992, 43.12499992999999, 101.87499996, 74.50000003999999, 42.37500009000003, 172.625, 49.62499996999999, 102.24999987, 29.041666599999985, 69.33333339999999, 138.45833313999995]"
Liszt,Rhapsody 6 S244 VI Db Major.mid,"[231.58333340000001, 258.58333323, 235.75, 199.62500003000002, 61.0, 317.24999993999995, 176.70833328999998, 76.95833340000001, 256.87500011000003, 117.75, 311.99999992, 54.875]"
Liszt,Feux Follets S139 V Bb Major.mid,"[86.45833332999999, 78.24999993, 125.875, 99.95833307999993, 64.33333357000006, 176.87499965699993, 101.29166643299995, 60.16666669999999, 85.91666661299998, 98.29166663999999, 129.99999933699985, 82.08333322999998]"
Liszt,Glanes of Woronince Lament S249 Ab major.mid,"[148.54166676700004, 132.875, 43.75, 279.541666747, 53.375, 126.0, 5.875, 114.45833329999999, 336.499999954, 14.125, 98.9166667, 70.66666667]"
Liszt,Ferenc Deak S205 D Minor.mid,"[36.0, 202.58333319999997, 277.9583327999999, 52.83333319999997, 168.5, 258.875, 145.20833319999997, 111.7916661999999, 60.874999799999955, 280.7083329999999, 436.74999879999973, 86.16666659999999]"
Liszt,Humoreske S509 C Major.mid,"[594.6666648900007, 105.58333280000039, 362.58333064000135, 179.7499975000016, 455.5833319000006, 307.37499962, 299.2499971000016, 555.4999983000016, 206.20833340000001, 354.7916657600006, 99.66666619000041, 369.20833113000157]"
Liszt,Sonnet 104 S161 V E Major.mid,"[75.49999974000005, 100.83333301300001, 50.416666569999975, 87.58333305999994, 166.29166680999992, 22.541666700000007, 128.6249996640001, 50.58333316699998, 176.37499937000035, 89.29166653999997, 32.87499975999995, 146.62499969999988]"
Liszt,Benediction in Solitude S173 III F# Major.mid,"[78.95833353000019, 481.8333303930009, 197.12500100000017, 372.4999947600008, 137.3749975000007, 238.91666705, 485.95833169000036, 164.58333220000037, 218.33333113000026, 154.87499970000056, 433.95833543000003, 252.9583315000009]"
Liszt,Mazeppa S139 IV D Minor.mid,"[120.7916662000001, 211.4166657900014, 409.7083342529984, 123.91666703000011, 253.70833190000212, 245.54166641999942, 172.37500020000004, 197.49999960000025, 159.87500006000002, 384.41666608000145, 276.49999960999986, 150.8749999299999]"
Liszt,Mephisto 1 S514 E Minor.mid,"[190.66666633000034, 356.9166660400003, 202.04166722999997, 170.83333507999936, 477.7499997370009, 333.24999936999984, 288.66666671999934, 125.12500052000013, 273.33333523999977, 318.0833339999997, 244.66666567000073, 218.24999929700036]"
Liszt,La Leggierezza S144 II F Minor.mid,"[233.16666585000038, 232.3749984770003, 53.79166620000018, 116.08333206999983, 143.37499860000025, 267.29166590000005, 74.04166603000026, 126.33333210000023, 199.08333231000023, 121.29166590000023, 159.41666617000013, 136.70833261]"
Liszt,Das Wandern (Liszt) S565 Bb Major.mid,"[43.16666675999998, 0, 60.20833336, 21.666666739999982, 2.375, 128.25000020000004, 1.625, 12.875000029999995, 0, 27.041666660000004, 84.9166667, 0.25]"
Liszt,Hungarian Christmas S186 F Minor.mid,"[106.04166629999992, 193.49999939999992, 21.416667400000165, 55.99999959999991, 77.9166661999999, 91.25000100000022, 48.75, 39.37499949999989, 66.58333319999997, 59.37499939999992, 25.70833360000006, 32.750001200000156]"
Liszt,Polish Christmas S186 Bb Minor.mid,"[134.66666659999999, 152.0, 203.8333334, 150.25, 108.16666659999999, 216.45833326, 239.99999960000036, 69.0833332000002, 92.66666670000001, 380.2500001, 266.5, 79.25]"
Liszt,Symphonic Poem 2 S96 C major.mid,"[1062.4583241320015, 749.8333303200011, 725.5000080359976, 849.9166799919984, 694.4583106200027, 746.124995520001, 987.5416879999973, 998.2083226600007, 693.2916460400023, 805.3750032999992, 746.5416648600003, 832.4166611200005]"
Liszt,Symphonic Poem 11 S105 Eb major.mid,"[1219.24999766, 381.8750002000003, 997.8333301899995, 945.9166662300001, 604.3749961600005, 923.2916624300001, 573.3749985000004, 1423.4583316300002, 595.5000006500002, 845.7499966599989, 816.2083341999995, 701.6249976400002]"
Liszt,Symphony on Dantes Inferno S109 Inferno D minor.mid,"[419.75000966999966, 649.6250068699989, 881.9166688760001, 620.45833967, 450.20833761799827, 821.6250018059999, 658.7500033699998, 472.500009499999, 863.3333352700004, 598.7500064999988, 658.6249998699997, 890.6666712199991]"
Liszt,Sonnet 123 S161 VI G# Major.mid,"[88.04166656999999, 80.95833298999995, 29.458333230000022, 88.66666710000007, 65.33333328, 123.37499978399993, 54.708333029999935, 72.70833312999996, 144.74999978699998, 23.333333269999983, 98.75000008, 61.791666449999965]"
Liszt,Symphonic Poem 4 S98 C major.mid,"[597.0833333999999, 280.6249999, 342.9583333, 304.79166667, 490.16666677000006, 446.2916667, 200.45833350000004, 804.9166668, 402.1666670000001, 365.8333331, 312.1250000999999, 368.70833350000004]"
Liszt,Swiss Shepherd S156a G Major.mid,"[137.2083328999999, 124.70833313000007, 572.2083321999996, 179.8333330999999, 153.29166596000024, 145.8333333, 258.9999996699998, 348.0833332599999, 97.20833292999991, 238.45833266999995, 225.2916662699999, 366.8749991299997]"
Liszt,Symphonic Poem 5 Promethius S99 A major.mid,"[594.4166636000009, 657.6250009000001, 623.9166665900002, 548.5833332100001, 846.3750068599998, 869.8749962000004, 781.5833329000006, 572.1249996900008, 879.2916648900002, 878.8333441999989, 610.2916658000009, 581.5416667600002]"
Liszt,Swiss Cowherd S156a G Major.mid,"[203.4583310999999, 86.62500009999991, 706.625013169999, 180.70833396999967, 206.20833252999984, 75.95833290000013, 357.41666397000074, 630.8333312699999, 44.12499916999981, 296.8749981000003, 90.58333306999994, 444.1249960600001]"
Liszt,Swiss Mountain S156a C Major.mid,"[325.8749994300002, 277.1666665100001, 160.70833333000002, 88.125, 370.79166605000034, 289.1249999, 123.83333339999996, 617.2083335999994, 113.04166659999999, 178.20833320999995, 187.66666646999994, 136.58333339999996]"
Liszt,Symphonic Poem 9 S102 D minor.mid,"[363.33333193000027, 411.87499703000003, 363.4583251700008, 341.0416663000002, 420.1666622800007, 449.62499784000033, 402.87499260000214, 508.45832337000144, 429.20833149999993, 377.7499914200016, 353.33332696000116, 354.3749926500007]"
Liszt,Vision S139 VI G Minor.mid,"[50.95833340999995, 64.95833340000001, 204.87499985, 75.91666670000001, 38.08333336000001, 30.66666666000001, 105.20833334999999, 187.08333347999996, 23.208333360000026, 61.45833336000001, 119.00000009000001, 131.58333340000001]"
Liszt,Ungarischer Hymnus S486 Eb major.mid,"[90.04166686000005, 123.41666680000003, 93.66666690000017, 358.75000001999996, 119.79166649999996, 147.45833326999997, 197.37499972999998, 200.12500061000006, 265.33333322, 136.0416667, 349.29166666000026, 233.70833323999997]"
Liszt,Valse Impromptu S213 G Major.mid,"[151.6666668339997, 128.8749996900003, 32.666666564000145, 194.29166634000006, 62.87499990000008, 154.16666666999993, 49.58333326999991, 123.08333323000002, 184.58333259999984, 44.54166663299989, 109.87500002000013, 60.66666712999975]"
Liszt,Un Sospiro S144 III C# Major.mid,"[83.6249992999999, 211.20833331599997, 33.083333199999956, 112.25000005999992, 56.87499969999992, 150.1666664409999, 90.62499957000011, 23.458333299999993, 188.58333283899975, 83.70833292999991, 65.62499975999998, 37.99999980000004]"
Liszt,Symphonic Poem 10 S103 B minor.mid,"[256.37499990000015, 220.83333330000005, 437.4583313000003, 625.0416657000001, 281.33333330000005, 251.04166669999995, 616.958333, 620.4999980000002, 388.8333327, 255.6666670999998, 321.25000090000003, 729.8333308000001]"
Liszt,Ungedul (Liszt) S565 Bb Major.mid,"[122.87500099699994, 20.29166677000003, 99.75000037700003, 94.37500020000004, 42.833333133, 134.541667827, 4.4166667029999624, 95.75000061699991, 34.125000239999935, 54.75000036000009, 144.08333366999992, 8.791666433000016]"
Liszt,Toccata S197a A minor.mid,"[88.125, 12.0, 15.5, 20.5, 58.125, 30.0, 3.0, 34.0, 31.5, 85.0, 25.0, 22.75]"
Liszt,Waldesrauschen S145 I Db Major.mid,"[97.66666598299985, 136.7499991199998, 43.79166602999986, 133.99999958500024, 86.87499951999992, 130.91666603399986, 137.3749998, 44.54166619999988, 203.91666582199989, 136.41666661999997, 67.87499934999987, 61.70833301999994]"
Liszt,Szechenyi S205 D Minor.mid,"[41.5, 171.25, 175.0, 76.625, 75.75, 97.25, 156.125, 62.25, 75.125, 204.125, 134.875, 75.75]"
Liszt,Teleki Laszlo S205 C# Minor.mid,"[42.375000200000045, 434.5833344000002, 12.875, 65.45833360000006, 98.5833340000001, 19.875, 186.62500040000003, 198.62500040000003, 33.45833354000004, 58.08333360000006, 235.45833401000013, 25.00000007]"
Liszt,Valse Oubliee 1 S215 I F# Major.mid,"[25.916666529999972, 91.75000013999998, 63.333333332999985, 74.45833338000001, 47.24999976999992, 86.70833347300002, 53.62499960999993, 35.33333350300004, 79.54166657299997, 53.45833330000001, 70.87499969399994, 81.37499972999996]"
Liszt,Wohin (Liszt) S565 G Major.mid,"[27.958333299999993, 2.5, 117.29166641199998, 10.25, 42.91666667000004, 0.625, 46.708333472999996, 106.33333325100001, 5.166666660000004, 39.91666653, 8.25, 84.99999993000003]"
Tchaikovsky,Eugene Onegin 24 19 G Major.mid,"[442.875, 81.25, 566.58333337, 109.91666674000001, 449.79166667, 109.25, 296.875, 605.875, 69.25, 387.0, 62.25, 345.5]"
Tchaikovsky,Swan Lake 20 4 V Bb Major.mid,"[60.75, 2.0, 76.25, 0, 128.25, 138.29166659999999, 12.0, 102.75, 0, 66.66666659999999, 205.66666659999999, 11.25]"
Tchaikovsky,Nutcracker Suite 71 8 D Major.mid,"[156.625, 367.6666659440002, 765.2083403999991, 79.75, 487.9583337239999, 132.125, 549.4583318000002, 476.16666667, 62.333332000000155, 757.4999982620003, 153.875, 424.04166260000056]"
Tchaikovsky,Nutcracker Suite 71 3 E Minor.mid,"[17.125, 24.125, 12.75, 21.375, 56.0, 4.125, 37.33333332000001, 35.70833332000001, 7.125, 26.16666667999999, 15.875, 39.66666667999999]"
Tchaikovsky,Romance 5 F Minor.mid,"[227.25, 176.499999923, 5.75, 114.625, 33.625, 291.70833319999997, 47.0, 102.625, 216.49999985999997, 29.0, 154.875, 6.5]"
Tchaikovsky,Swan Lake 20 5 III A Major.mid,"[16.75, 144.875, 85.66666669999998, 4.0, 137.875, 27.5, 95.5, 6.0, 82.5, 187.04166666, 0, 53.0]"
Tchaikovsky,None but the Lonely Heart 6 6 D Major.mid,"[20.166666700000007, 57.00000003400001, 76.45833341000002, 34.0, 111.95833341000002, 16.0, 149.08333338, 104.70833344000002, 9.5, 152.33333334, 14.0, 133.83333341000002]"
Tchaikovsky,Cariccio Italien 45 A Major.mid,"[662.5833371999997, 709.2083336999997, 695.8333368399997, 650.2083352, 1452.0000002999998, 854.3333322399998, 765.1666645000005, 518.9583342999995, 864.9166669000003, 1050.7083344999999, 539.2500012999994, 725.29166664]"
Tchaikovsky,Swan Lake 20 4 IV Bb Major.mid,"[94.49999977300004, 0, 132.24999981700006, 106.29166622200007, 16.749999980000013, 245.16666562699993, 57.5, 22.625, 66.00000004999997, 54.58333368399994, 252.9583326350001, 52.125]"
Tchaikovsky,Serenade for Strings 48 IV G Major.mid,"[603.1250006999993, 83.04166670000001, 387.6250002339999, 236.0416671000001, 343.5000002999996, 270.8749999000003, 131.87500010000002, 661.5000005999995, 129.2916667, 284.25000008, 217.25000020000004, 322.45833339999996]"
Tchaikovsky,Swan Lake 20 10 B Minor.mid,"[85.20833370000008, 165.04166693000008, 256.5833327929999, 0, 225.70833318000007, 26.04166658999999, 403.4999999910006, 175.70833313999998, 22.95833327000001, 81.91666635000003, 75.0833327999999, 423.9166681300011]"
Tchaikovsky,Nutcracker Suite 71 2 G Major.mid,"[54.0, 12.25, 112.0, 19.5, 195.0, 0.25, 79.0, 165.75, 5.5, 61.375, 6.25, 210.5]"
Tchaikovsky,Swan Lake 20 3 D Major.mid,"[290.3749991299998, 333.83333250399977, 335.5833319649998, 90.29166667000001, 311.08333218299975, 104.66666603999985, 192.66666596999988, 313.04166663, 185.58333245999987, 396.3749987789998, 68.58333219999975, 232.3333316549997]"
Tchaikovsky,Sleeping Beauty 66 6 Bb Major.mid,"[570.25, 70.625, 543.375, 369.25, 115.0, 1123.499999933, 55.625, 450.1666667999998, 71.875, 437.9166666000001, 681.0, 68.0]"
Tchaikovsky,Swan Lake 20 5 IV Bb Major.mid,"[562.2916666000001, 315.625, 766.9166666000001, 124.625, 257.3749998700002, 264.50000004000003, 220.6666666000001, 857.2499986700009, 73.0, 396.87499964000006, 118.16666670000001, 396.1666661000003]"
Tchaikovsky,Swan Lake 20 11 G Major.mid,"[590.5000004339998, 500.6666667299999, 478.58333336, 370.0, 472.41666686, 421.50000013999977, 477.708333351, 478.58333361000007, 389.9583335199999, 450.0000001770001, 265.54166673999987, 448.54166674]"
Tchaikovsky,Swan Lake 20 23 G Major.mid,"[719.2916674999988, 797.5833337999999, 1297.0416686799986, 36.25, 554.8750017199989, 98.74999999999974, 772.4583345999993, 1202.6250026399982, 57.083333300000106, 703.875001059999, 156.08333359999992, 933.3750019499989]"
Tchaikovsky,Symphony 58 I B Minor.mid,"[298.08333390999985, 576.3333322000001, 494.0833353000007, 160.83333409999977, 883.1249997999998, 108.66666610000037, 641.6666703599997, 782.6666625800002, 156.66667019999943, 383.2916647600001, 287.4999974999986, 1085.9583395000006]"
